41.403679,-62.854145
43.250715,-55.976291
44.162854,-52.354958
44.838142,-49.540206
45.386248,-47.150180
45.851052,-45.033072
46.255443,-43.110184
46.613191,-41.334525
46.933332,-39.675387
47.222212,-38.111443
47.484466,-36.627170
47.723622,-35.210835
47.942441,-33.853361
48.143128,-32.547539
48.327480,-31.287528
48.496990,-30.068546
48.652913,-28.886598
48.796312,-27.738327
48.928108,-26.620856
49.049094,-25.531706
49.159967,-24.468763
49.261346,-23.430153
49.353773,-22.414244
49.437736,-21.419567
49.513674,-20.444852
49.581986,-19.488936
49.643029,-18.550799
49.697127,-17.629497
49.744588,-16.724201
49.785680,-15.834128
49.820659,-14.958595
49.849757,-14.096949
49.873199,-13.248620
49.891180,-12.413056
49.903893,-11.589767
49.911510,-10.778284
49.914204,-9.978188
49.912123,-9.189076
49.905416,-8.410578
49.894222,-7.642349
49.878667,-6.884059
49.858882,-6.135407
49.834976,-5.396104
49.807063,-4.665878
49.775248,-3.944475
49.739628,-3.231650
49.700302,-2.527170
49.657365,-1.830827
49.610892,-1.142396
49.560978,-0.461694
49.507698,0.211480
49.451125,0.877303
49.391336,1.535952
49.328400,2.187596
49.262381,2.832395
49.193351,3.470502
49.121364,4.102072
49.046483,4.727246
48.968767,5.346168
48.888266,5.958973
48.805042,6.565791
48.719137,7.166755
48.630605,7.761987
48.539494,8.351608
48.445845,8.935739
48.349710,9.514496
48.251125,10.087991
48.150134,10.656337
48.046778,11.219641
47.941089,11.778010
47.833114,12.331549
47.722880,12.880360
47.610425,13.424546
47.495782,13.964204
47.378984,14.499434
47.260057,15.030332
47.139035,15.556994
47.015946,16.079513
46.890818,16.597982
46.763678,17.112494
46.634546,17.623140
46.503456,18.130010
46.370424,18.633193
46.235474,19.132778
46.098631,19.628852
45.959909,20.121504
45.819338,20.610821
45.676927,21.096887
45.532700,21.579790
45.386674,22.059615
45.238863,22.536447
45.089284,23.010371
44.937953,23.481472
44.784881,23.949834
44.630085,24.415542
44.473575,24.878680
44.315363,25.339334
44.155460,25.797586
43.993877,26.253523
43.830621,26.707228
43.665703,27.158787
43.499128,27.608286
43.330907,28.055810
43.161043,28.501445
42.989540,28.945276
42.816406,29.387394
42.641644,29.827884
42.465256,30.266836
42.287244,30.704337
42.107611,31.140480
41.926356,31.575354
41.743478,32.009050
41.558977,32.441665
41.372849,32.873288
41.185095,33.304021
40.995708,33.733953
40.804682,34.163187
40.612015,34.591825
40.417697,35.019964
40.221719,35.447711
40.024077,35.875168
39.824758,36.302445
39.623751,36.729654
39.421042,37.156902
39.216621,37.584307
39.010472,38.011986
38.802579,38.440060
38.592923,38.868653
38.381488,39.297892
38.168252,39.727908
37.953192,40.158835
37.736288,40.590811
37.517512,41.023985
37.296838,41.458497
37.074239,41.894508
36.849682,42.332173
36.623133,42.771659
36.394560,43.213136
36.163923,43.656788
35.931183,44.102791
35.696295,44.551352
35.459217,45.002660
35.219897,45.456939
34.978286,45.914406
34.734323,46.375299
34.487955,46.839862
34.239110,47.308357
33.987728,47.781054
33.733730,48.258243
33.477041,48.740237
33.217572,49.227355
32.955238,49.719947
